,Department,Course,Credit Hours,Lecture Hours,Lab Hours,Grade Mode,Description
2138,Engineering (ENGR),ENGR 5332. Earth retaining structures and slopes.,3,3,0,Standard Letter,"The course will cover the design and analysis of various earth retaining structures as well as slope stability analysis. Fundamental lateral earth pressure theories will be taught, followed by application through design for gravity walls, cantilever walls, mechanically stabilized earth walls, soil nails, and tiebacks.  Slope stability analysis will include infinite methods, methods of slices, chart methods, and finite element methods with commercial software. Additional topics include slope remediation techniques and geosynthetics for slope stabilization."
2139,Engineering (ENGR),ENGR 5341. Pavement Materials and Design.,3,3,0,Standard Letter,"This course provides a comprehensive presentation of bituminous materials, mix design procedures, and construction techniques.  Emphasis is placed on a fundamental understanding of asphalt cements and aggregates, and how these materials affect mixture design and pavement performance.  Modern asphalt pavement design and construction practices are also introduced."
2140,Engineering (ENGR),ENGR 5351. Advanced Reinforced Concrete Members.,3,3,0,Standard Letter,"This course covers advanced topics related to reinforced concrete materials and specifications, and the behavior and design of reinforced concrete members. The topics includes the following: flexural behavior and design of reinforced concrete, behavior and design of slender columns, design of structural components, frame joints, and walls, serviceability and durability issues, and anchorage design using splices, hooks, and mechanical devices."
2141,Engineering (ENGR),ENGR 5361. Pavement Asset Management.,3,3,0,Standard Letter,"This course is about applications of pavement condition evaluation technologies, pavement distress data analysis and modeling, and pavement maintenance and rehabilitation decision making in the management of pavement systems. The course covers methods of evaluating field performance of rigid and flexible pavements by measuring surface distresses, profiles, friction resistance, and structural integrity. In addition, the course also discusses pavement performance evaluation models, and ranking and optimization methods for decision-making of pavement maintenance and rehabilitation strategies."
2142,Engineering (ENGR),ENGR 5384. Problems in Engineering.,3,3,0,Standard Letter,"Graduate students investigate a special topic by developing a technical problem, researching the topic, and presenting the findings. Plans will be developed on an individual basis with strict faculty supervision. This course may be repeated once for additional credit with permission of the School Director. Prerequisite: Instructor approval."
2143,Engineering (ENGR),ENGR 5398A. Project.,3,3,0,Credit/No Credit,This course represents a student's initial project enrollment. No project credit is awarded until the student has completed the project in ENGR 5x98B. Prerequisite: Instructor approval.
2144,Engineering (ENGR),ENGR 5398B. Project.,3,3,0,Credit/No Credit,This course represents a student's continuing project enrollments. The student continues to enroll in this course until the project is completed. Prerequisite: Instructor approval.
2145,Engineering (ENGR),ENGR 5399A. Thesis.,3,3,0,Credit/No Credit,This course represents a student's initial thesis enrollment. No thesis credit is awarded until the theses is completed in ENGR 5x99B.
2146,Engineering (ENGR),ENGR 5399B. Thesis.,3,3,0,Credit/No Credit,This course represents a student's continuing thesis enrollments. The student continues to enroll in this course until the thesis is submitted for binding.
2147,Engineering (ENGR),ENGR 5598B. Project.,5,5,0,Credit/No Credit,This course represents a student's continuing project enrollments. The student continues to enroll in this course until the project is completed. Prerequisite: Instructor approval.
2148,Engineering (ENGR),ENGR 5599B. Thesis.,5,5,0,Credit/No Credit,This course represents a student's continuing thesis enrollments. The student continues to enroll in this course until the thesis is submitted for binding.
2149,Engineering (ENGR),ENGR 5998B. Project.,9,9,0,Credit/No Credit,This course represents a student's continuing project enrollments. The student continues to enroll in this course until the project is completed. Prerequisite: Instructor approval.
2150,Engineering (ENGR),ENGR 5999B. Thesis.,9,9,0,Credit/No Credit,This course represents a student's continuing thesis enrollments. The student continues to enroll in this course until the thesis is submitted for binding.
2151,English (ENG),ENG 1300. Developmental Writing.,3,3,0,Developmental,Basic composition skills. For students who have not satisfied TSIP requirements or for those who need developmental work before taking English 1310. Credit earned for this course does not count toward any degree offered by the university.
2152,English (ENG),ENG 1310. College Writing I.,3,3,0,Standard Letter,Expository writing as a means of exploring and shaping ideas. Emphasis on critical reading and the improvement of essays through revision. (MULP) (MULT).
2153,English (ENG),ENG 1320. College Writing II.,3,3,0,Standard Letter,Continuation of English 1310. Expository writing as a means of analyzing and understanding texts. Research paper required. Requirements in sophomore English must be completed before a student takes any advanced work in English. (MULP) (MULT).
2154,English (ENG),ENG 1321. Writing for Sustainable Change.,3,3,0,Standard Letter,"This service-learning writing course focuses on supporting sustainable community initiatives in the local area. All writing assignments target real-world audiences in order to advance existing and/or proposed community projects. Writing assignments reflect a variety of genres, including multimodal texts and group-authored projects."
2155,English (ENG),ENG 2310. British Literature before 1785.,3,3,0,Standard Letter,Students study representative authors and works of British literature from the beginnings through the Neoclassical Period.
2156,English (ENG),ENG 2320. British Literature since 1785.,3,3,0,Standard Letter,Students study representative authors and works of British literature from the Romantic Period to the present.
2157,English (ENG),ENG 2330. World Literature before 1600.,3,3,0,Standard Letter,"Students study representative authors and works of literature from the ancient world to the early modern world. Readings may come exclusively from the Western tradition or from various literary traditions, such as those of Africa and Asia."
